Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,P,AB,G,AVG,wOBA,xWOBA,2B,HR,K%,BB%,ExitVel,Air EV,90thExitVel,MinMxExitVel,LaunchAng,LA10-30%,EV95+LA10-30%,Swing%,InZoneSwing%,Z-Contact%,Chase%,SwStrk%,Miss vs 93+ FB,xSLG vs 93+ FB,Miss vs 83+Spin,xSLG vs 83+ Spin,O-Contact%,HardHit%,Contact%
76,1263100160,R. Liddington,Robbie Liddington,Liddington,Robbie,1B,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,L,L,813,206,0,0.359,0.471,0.319,10,15,15.40%,10.00%,94.3,86.7,106.4,113.1,14.7,28.10%,15.60%,49.90%,71.70%,84.30%,29.20%,11.70%,25.00%,0.374,50.00%,0.004,54.00%,66%,76.60%
77,1183357952,A. Reese,Ace Reese,Reese,Ace,3B,Mississippi State University,MSST,5080,Mississippi State,BBC,L,R,983,227,0,0.352,0.471,0.346,18,21,19.80%,9.90%,91,93.2,105.5,107.6,16.4,32.30%,24.50%,47.40%,72.00%,89.60%,27.80%,8.60%,24.40%,0.434,30.20%,0.26,66.00%,55%,81.80%
78,1144614912,J. Morris,Judah Morris,Morris,Judah,1B,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,1071,198,0,0.298,0.471,0.397,16,19,17.20%,19.50%,88.7,91.8,107.5,112.8,18.9,33.60%,20.70%,38.80%,65.60%,85.00%,23.30%,8.10%,0.00%,0.093,40.00%,0.962,64.70%,42%,79.10%
79,1661336148,D. Toigo,Dean Toigo,Toigo,Dean,RF,UNLV,UNLV,730161664,UNLV,BBC,L,R,919,220,0,0.377,0.471,0.382,13,18,15.70%,7.80%,87.4,90.9,106,111.2,10.9,30.20%,20.10%,48.30%,70.80%,85.90%,31.70%,10.60%,15.40%,0.25,50.00%,0.449,63.70%,46%,78.20%
80,1310789632,G. Turley,Gavin Turley,Turley,Gavin,LF,Oregon State University,ORST,3111,Oregon State,BBC,R,R,1175,245,0,0.351,0.471,0.421,13,20,22.10%,16.30%,93.9,97,109,114.1,15.4,38.30%,29.00%,43.70%,69.40%,80.40%,24.10%,13.20%,15.60%,0.307,41.90%,0.441,48.00%,63%,69.80%
81,1289245184,M. Voit,Mitch Voit,Voit,Mitch,2B,University of Michigan,MICH,2290,Michigan,BBC,R,R,922,208,0,0.346,0.471,0.397,17,14,13.00%,15.30%,91.5,92.9,105.6,111.7,14.3,32.30%,23.20%,44.40%,71.70%,88.80%,24.80%,9.10%,39.30%,0.313,36.40%,0.259,60.20%,50%,79.50%
82,1310312448,A. Cohall,Aidan Cohall,Cohall,Aidan,LF,Stonehill College,SC,730238464,Stonehill,BBC,L,R,697,181,0,0.365,0.471,0.304,19,14,13.00%,7.70%,87.2,91,102.5,106.2,15.3,37.20%,25.60%,49.10%,71.70%,87.60%,25.70%,8.90%,12.50%,0.32,50.00%,-,62.90%,42%,81.90%
83,1292628036,A. Martinez,Andrey Martinez,Martinez,Andrey,RF,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,774,204,0,0.353,0.47,0.278,14,20,14.30%,10.10%,87,93.5,103.3,109,1.9,26.90%,19.20%,47.50%,68.70%,83.90%,30.70%,9.90%,20.00%,0.211,27.30%,0.176,64.20%,50%,79.10%
84,1794591419,G. Gallagher,Grant Gallagher,Gallagher,Grant,3B,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,1154,185,0,0.276,0.469,0.392,10,20,30.10%,25.80%,91.8,95,104.5,109.1,22,26.40%,19.80%,27.90%,49.40%,79.10%,11.90%,8.30%,38.50%,0.201,45.50%,0.097,40.80%,56%,70.20%
85,1460638543,R. Wideman,Ryan Wideman,Wideman,Ryan,CF,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,991,244,0,0.398,0.469,0.34,20,10,16.60%,8.10%,90.3,92.6,107.1,112.2,2.8,28.80%,20.90%,54.70%,77.90%,83.10%,39.40%,13.60%,24.00%,0.363,35.30%,0.153,62.50%,52%,75.10%
86,1471059156,L. Williams,Landon Williams,Williams,Landon,3B,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,655,169,0,0.367,0.469,0.236,12,12,17.10%,12.50%,86.8,92.2,98,98.9,6.2,21.40%,14.30%,40.60%,63.20%,79.40%,18.80%,9.00%,100.00%,0,100.00%,0,51.00%,21%,77.80%
87,1310847488,E. Appelwick,Evan Appelwick,Appelwick,Evan,1B,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,1112,214,0,0.322,0.469,0.4,10,21,18.10%,19.20%,90.4,92.7,106.4,112.2,13.7,39.70%,27.00%,35.80%,56.50%,85.10%,19.10%,7.60%,22.70%,0.2,38.50%,0.476,62.40%,50%,78.60%
88,1153320704,A. Arquette,Aiva Arquette,Arquette,Aiva,SS,Oregon State University,ORST,3111,Oregon State,BBC,R,R,1214,254,0,0.354,0.469,0.41,17,19,16.50%,12.60%,93.5,96.8,108.1,112.9,13.7,30.70%,24.60%,40.60%,61.60%,84.80%,23.80%,9.30%,15.20%,0.578,34.40%,0.586,60.10%,59%,77.10%
89,1097548032,A. Townsend,Arderrius Townsend,Townsend,Arderrius,RF,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,653,166,0,0.343,0.469,0.344,10,14,26.30%,10.10%,87.5,96.5,107.8,109.9,18.6,44.40%,33.30%,49.30%,76.80%,75.80%,26.50%,16.40%,0.00%,0.114,75.00%,0.036,36.50%,61%,66.80%
90,1156682240,J. McCladdie,Jordan McCladdie,McCladdie,Jordan,CF,Jackson State University,JKST,730378240,Jackson State,BBC,L,L,807,181,0,0.376,0.468,0.299,12,4,9.10%,18.10%,81.4,69.6,99.4,102.4,-1,14.30%,4.80%,38.70%,61.60%,90.30%,18.30%,4.80%,0.00%,-,0.00%,0.072,73.60%,29%,87.50%
91,1238233344,J. Kemp,James Kemp,Kemp,James,1B,Iona College,IONA,730242048,Iona,BBC,R,R,904,201,0,0.363,0.467,0.408,12,12,16.10%,13.30%,93,92.2,102.9,106.7,22.7,36.80%,15.80%,38.70%,57.70%,88.40%,14.50%,6.30%,100.00%,0,-,0,53.60%,42%,83.70%
92,1218556160,J. Radcliffe,Jacoby Radcliffe,Radcliffe,Jacoby,CF,Southern University,SOU,4767,Southern,BBC,L,R,644,133,0,0.346,0.466,0.286,3,7,15.60%,15.60%,68.2,94.5,92.8,96.2,-12,18.20%,0.00%,36.30%,57.70%,83.60%,15.20%,8.40%,50.00%,0,0.00%,1,41.50%,9%,76.90%
93,1289243136,G. Kilen,Gavin Kilen,Kilen,Gavin,2B,University of Tennessee,TENN,730153728,Tennessee,BBC,L,R,915,210,0,0.357,0.466,0.339,13,15,11.00%,12.20%,90,90.5,105.1,110.3,14.3,33.70%,23.50%,45.10%,71.30%,88.50%,24.50%,7.40%,23.90%,0.45,17.40%,0.288,72.00%,50%,83.50%
94,1297354752,M. Neville,Mason Neville,Neville,Mason,CF,University of Oregon,ORE,4807,Oregon,BBC,L,L,1162,218,0,0.289,0.466,0.382,16,26,23.60%,18.90%,92.2,94.6,108.4,113.6,15.3,36.00%,28.70%,35.00%,58.70%,84.70%,19.30%,9.30%,12.50%,0.594,50.00%,0.246,50.40%,53%,73.50%
95,1998981725,K. Smith,Kaden Smith,Smith,Kaden,LF,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,R,R,886,191,0,0.356,0.466,0.322,18,14,14.90%,12.00%,85.6,85.7,101.1,105.9,19,33.10%,14.40%,43.20%,68.40%,89.80%,26.10%,9.10%,37.50%,0.006,42.90%,0.025,61.80%,30%,78.90%
96,1135887616,R. Gonzalez,Roberto Gonzalez,Gonzalez,Roberto,CF,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,L,R,777,167,0,0.371,0.465,0.339,11,5,13.60%,10.20%,83.6,86.2,100.3,104.3,8.1,31.50%,13.40%,37.30%,60.30%,89.50%,21.50%,6.90%,13.90%,0.161,23.10%,0.429,64.90%,30%,81.40%
97,1273111808,K. West,Kyle West,West,Kyle,LF,West Virginia University,WVU,5327,West Virginia,BBC,L,R,970,183,0,0.339,0.465,0.384,15,11,17.40%,19.50%,93.4,94.5,111.5,115.3,11.1,27.90%,24.00%,41.50%,65.80%,82.90%,24.80%,10.70%,22.20%,0.507,40.60%,0.425,57.60%,57%,74.20%
98,1279296512,C. Maldonado,Cam Maldonado,Maldonado,Cam,CF,Northeastern University,NE,343,Northeastern,BBC,R,R,1085,223,0,0.35,0.465,0.32,17,15,18.80%,15.40%,89.3,94.2,106.4,109.1,7.2,26.50%,20.60%,40.50%,65.60%,84.90%,20.30%,9.70%,7.10%,0.769,58.30%,0.122,53.50%,50%,76.10%
99,1839502953,J. Ibe,Joshua Ibe,Ibe,Joshua,1B,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,723,157,0,0.331,0.464,0.317,10,14,21.50%,14.90%,92.5,96.4,107.2,113.2,11.7,52.90%,35.30%,40.70%,63.50%,75.70%,24.20%,11.80%,16.70%,0.008,100.00%,-,56.50%,50%,71.10%
100,1286192614,A. Donatto,Ahmar Donatto,Donatto,Ahmar,TWP,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,678,178,7,0.376,0.464,0.282,14,8,18.20%,8.90%,79.2,67.3,98.6,104.1,23,45.50%,9.10%,44.20%,63.20%,90.10%,27.20%,7.80%,0.00%,-,50.00%,0.509,55.10%,27%,82.30%
101,1746936435,M. Bailey,Myles Bailey,Bailey,Myles,1B,Florida State University,FSU,101,Florida State,BBC,L,R,975,202,0,0.327,0.463,0.425,11,19,31.00%,13.10%,96.9,99.2,112.1,117.6,12.3,29.60%,21.60%,44.30%,71.60%,69.80%,23.90%,18.20%,22.00%,0.694,40.00%,0.595,34.40%,63%,59.00%
102,1297344769,P. Kling,Paxton Kling,Kling,Paxton,CF,Penn State University,PSU,5326,Penn State,BBC,R,R,1092,212,0,0.358,0.463,0.388,15,13,16.70%,13.80%,90.8,92.9,106.4,111.8,15.9,37.20%,20.70%,40.80%,68.10%,80.00%,18.70%,11.30%,26.30%,0.699,37.50%,0.273,51.80%,50%,72.40%
103,1176069376,R. Villeneuve,Robin Villeneuve,Villeneuve,Robin,1B,Texas Tech University,TTU,2350,Texas Tech,BBC,R,L,884,189,0,0.365,0.463,0.375,18,12,22.10%,11.50%,92.4,94.4,107.2,111.3,11.1,32.80%,24.20%,44.00%,71.20%,80.90%,22.50%,12.90%,37.00%,0.271,44.40%,0.721,43.60%,55%,70.70%
104,1311954432,W. Aloy,Wehiwa Aloy,Aloy,Wehiwa,SS,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,1327,266,0,0.35,0.462,0.366,19,21,20.60%,10.30%,92.5,93.8,108.9,113.9,9.3,34.40%,24.00%,42.70%,63.60%,78.10%,28.90%,12.40%,26.10%,0.442,45.80%,0.282,60.10%,57%,71.10%
105,1126571008,J. Rodriguez,Jorge Rodriguez,Rodriguez,Jorge,C,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,649,167,0,0.341,0.462,0.364,14,14,12.90%,9.00%,85.8,93,101.1,102.8,16,36.40%,22.70%,48.20%,68.40%,88.70%,31.70%,10.60%,27.80%,0.268,66.70%,0.132,55.90%,45%,78.00%
106,1126855680,B. Cavill,Blake Cavill,Cavill,Blake,1B,Troy University,TROY,730378496,Troy,BBC,L,R,1207,194,0,0.314,0.462,0.413,12,11,18.60%,23.20%,88.6,90.8,104.5,110.5,9.6,25.40%,19.00%,30.70%,52.80%,82.90%,13.00%,5.80%,29.60%,0.186,33.30%,0.393,72.60%,49%,81.10%
107,1135898880,K. Lewis,Kade Lewis,Lewis,Kade,3B,Wake Forest University,WAKE,730373376,Wake Forest,BBC,L,R,1088,226,0,0.376,0.462,0.359,18,11,16.00%,16.00%,89.7,91.2,104,108,6.1,30.90%,20.40%,41.40%,65.60%,84.70%,22.60%,9.10%,15.20%,0.503,25.00%,0.352,61.20%,49%,78.00%
108,1410969802,F. Forgione,Freddy Forgione,Forgione,Freddy,1B,Binghamton University,BING,730155776,Binghamton,BBC,R,R,939,201,0,0.348,0.462,0.309,13,15,13.20%,13.60%,91.3,88.2,105.2,111.5,7.1,22.90%,20.20%,39.30%,61.20%,90.60%,22.00%,6.40%,10.00%,0.077,28.60%,0.354,68.10%,54%,83.70%
109,1083731007,J. Lemm,Johnny Lemm,Lemm,Johnny,C,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,L,R,944,180,0,0.272,0.462,0.444,11,19,15.30%,19.10%,90,87.2,108.2,111.2,15.7,29.20%,20.80%,36.80%,64.30%,86.10%,18.20%,8.30%,0.00%,0.292,33.30%,1.13,57.40%,48%,77.50%
110,1042959841,T. Rover,Tommy Rover,Rover,Tommy,3B,Youngstown State University,YSU,730284544,Youngstown State,BBC,S,R,814,174,0,0.328,0.461,0.396,7,12,11.70%,13.50%,91.4,93.4,104.2,110.3,7.2,25.00%,16.10%,42.60%,67.40%,82.40%,24.60%,9.50%,11.10%,0.851,100.00%,0,70.00%,54%,77.80%
111,1273289728,D. King,Dylan King,King,Dylan,C,University of Central Florida,UCF,730256640,Central Florida,BBC,L,R,667,135,0,0.326,0.461,0.403,13,9,12.60%,11.40%,88.4,92.5,104.9,108.3,7.2,27.10%,20.60%,44.80%,66.80%,84.70%,26.50%,8.80%,28.60%,0.405,12.50%,0.217,70.80%,46%,80.30%
112,1264072192,M. Echazarreta,Miggy Echazarreta,Echazarreta,Miggy,RF,High Point University,HP,730321152,High Point,BBC,L,R,1110,183,0,0.35,0.461,0.357,17,4,14.60%,26.00%,84.7,89.2,98,107.3,13.3,35.30%,16.80%,27.90%,49.70%,90.30%,10.90%,3.90%,23.10%,0.336,9.10%,0.333,73.00%,27%,86.10%
113,1309506304,A. Williamson,Andrew Williamson,Williamson,Andrew,RF,University of Central Florida,UCF,730256640,Central Florida,BBC,L,L,999,214,0,0.35,0.461,0.395,19,13,13.80%,13.00%,90.1,89.5,105.5,108.9,16.2,41.60%,26.10%,45.20%,73.70%,84.80%,24.10%,10.00%,28.60%,0.44,42.90%,0.748,61.80%,48%,77.90%
114,1134044672,J. McCombs,Jacob McCombs,McCombs,Jacob,CF,UC Irvine,UCI,3031,UC Irvine,BBC,L,R,881,230,0,0.352,0.459,0.415,16,13,11.50%,4.10%,85.3,87.3,104,107.2,8.9,33.30%,15.30%,52.30%,75.50%,92.50%,33.20%,7.80%,10.00%,0.274,50.00%,0.127,68.80%,35%,85.00%
115,1948744121,L. Johnson,Landen Johnson,Johnson,Landen,1B,High Point University,HP,730321152,High Point,BBC,L,L,1040,224,0,0.362,0.459,0.347,18,16,15.80%,13.20%,90.4,90.6,107.4,112.9,15,31.40%,23.10%,39.90%,63.00%,88.10%,22.20%,7.60%,18.20%,0.222,42.90%,0.542,65.00%,49%,81.00%
116,1310817024,C. Jackson,Core Jackson,Jackson,Core,SS,University of Utah,UTAH,730328320,Utah,BBC,L,R,849,206,0,0.364,0.459,0.373,19,12,18.10%,8.80%,93.5,90.2,110.3,114.6,10,30.00%,20.70%,46.80%,72.30%,88.10%,28.10%,9.90%,29.40%,0.164,21.20%,0.685,59.50%,54%,78.80%
117,1100719360,M. Bucciero,Matt Bucciero,Bucciero,Matt,RF,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,1171,229,0,0.345,0.458,0.379,13,15,19.10%,17.40%,95.9,96.5,107.9,109,7.6,40.70%,29.60%,41.20%,64.60%,86.50%,24.40%,8.50%,50.00%,0.246,50.00%,0,61.90%,57%,79.50%
118,1142738944,J. Walsh,Jacob Walsh,Walsh,Jacob,1B,University of Oregon,ORE,4807,Oregon,BBC,L,L,1071,232,0,0.332,0.458,0.368,18,19,18.10%,13.00%,94.9,93.7,110.5,119.6,11.6,28.40%,22.20%,46.30%,70.90%,82.60%,28.90%,11.30%,44.40%,0.427,21.40%,0.429,63.30%,55%,75.60%
119,1150231808,B. Casillas,Benny Casillas,Casillas,Benny,SS,University of Michigan,MICH,2290,Michigan,BBC,R,R,967,208,0,0.399,0.458,0.344,21,5,10.40%,11.20%,87.5,91,100.8,104.8,6.9,35.70%,22.50%,43.10%,62.50%,88.40%,27.90%,7.40%,18.80%,0.222,5.90%,0.171,72.30%,41%,82.70%
120,1191743488,L. Hughes,Logan Hughes,Hughes,Logan,LF,Texas Tech University,TTU,2350,Texas Tech,BBC,L,L,866,211,0,0.327,0.458,0.407,13,19,9.80%,10.60%,94.4,97.1,106.7,111.8,8.1,28.50%,25.00%,44.60%,68.80%,88.00%,23.80%,7.00%,20.70%,0.82,22.60%,0.33,74.30%,62%,84.20%
121,1354195973,M. Lipsey,Marshall Lipsey,Lipsey,Marshall,CF,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,L,R,983,192,0,0.318,0.458,0.382,7,12,19.50%,16.80%,80.9,85.7,100.3,105.5,8.1,28.80%,11.90%,40.50%,68.00%,78.70%,19.30%,11.80%,32.40%,0.094,27.30%,0.375,48.50%,34%,70.90%
122,1110083328,B. Ries,Benji Ries,Ries,Benji,C,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,644,134,0,0.343,0.458,0.361,7,7,14.80%,17.60%,82.9,83.8,98.2,98.4,4.8,35.70%,14.30%,34.60%,52.30%,88.80%,15.90%,3.90%,0.00%,0.104,-,-,72.20%,21%,88.80%
123,1204041728,S. Alford,Slate Alford,Alford,Slate,3B,University of Georgia,UGA,226,Georgia,BBC,R,R,1149,242,0,0.331,0.457,0.368,16,19,17.10%,13.30%,92.7,93.2,107.6,114.5,11.1,23.00%,14.30%,46.20%,74.60%,82.20%,25.90%,11.70%,10.30%,0.327,38.00%,0.193,59.10%,52%,74.60%
124,1710518612,P. Craska,Petey Craska,Craska,Petey,1B,University of North Alabama,UNA,730266624,North Alabama,BBC,L,R,983,189,0,0.344,0.457,0.356,18,7,18.80%,17.60%,91.1,84.2,108.8,112.9,17.2,30.40%,17.40%,46.60%,74.40%,84.10%,27.40%,11.60%,50.00%,0.111,42.90%,0.073,52.90%,50%,75.10%
125,1162567168,N. Sailors,Nolan Sailors,Sailors,Nolan,LF,Creighton University,CREI,730243840,Creighton,BBC,L,R,1025,226,0,0.389,0.457,0.335,18,6,14.90%,12.00%,84.9,89.2,103.5,106.6,5.9,27.20%,15.20%,44.30%,68.50%,87.70%,24.00%,8.10%,30.40%,0.253,19.00%,0.194,66.90%,42%,81.70%
126,1172414720,J. Osterhouse,Justin Osterhouse,Osterhouse,Justin,2B,Fort Wayne,PFW,730231552,Fort Wayne,BBC,L,R,895,195,2,0.328,0.456,0.321,10,16,16.90%,12.80%,86.6,87,101.1,108.1,7,25.90%,12.10%,45.60%,69.80%,84.60%,25.30%,11.20%,35.70%,0.197,50.00%,0,54.10%,36%,75.50%
127,1096221440,J. McCutcheon,Jake McCutcheon,McCutcheon,Jake,LF,Missouri State University,MOSU,5382,Missouri State,BBC,L,R,948,218,0,0.358,0.456,0.346,14,15,15.40%,13.10%,94.2,93.1,108.2,112.8,10.7,23.90%,19.00%,45.70%,72.40%,83.60%,24.50%,11.50%,31.30%,0.311,62.50%,0,52.50%,60%,74.80%
128,1318666496,E. Becker,Eric Becker,Becker,Eric,SS,University of Virginia,UVA,5415,Virginia,BBC,L,R,884,201,0,0.368,0.456,0.372,21,9,17.40%,8.90%,92.5,93.5,106,109.4,8.8,36.00%,28.70%,43.80%,68.30%,85.50%,23.70%,9.70%,11.80%,0.425,39.10%,0.192,58.40%,55%,77.80%
129,1331919360,M. White,Mason White,White,Mason,SS,University of Arizona,ARIZ,232,Arizona,BBC,L,R,1141,257,0,0.327,0.456,0.371,17,20,21.50%,8.30%,91.1,93.7,107.5,111.5,19.9,32.60%,21.50%,48.30%,69.50%,83.10%,32.20%,12.00%,24.10%,0.454,39.50%,0.57,63.40%,51%,75.10%
130,1198394112,M. Crossland,Michael Crossland,Crossland,Michael,CF,UC San Diego,UCSD,730348032,UC San Diego,BBC,R,R,943,205,0,0.341,0.456,0.323,15,15,20.30%,9.50%,89.9,89.3,105,109.8,10.7,29.10%,19.70%,39.30%,56.20%,84.20%,27.10%,9.80%,31.30%,0.339,46.20%,0.251,61.40%,47%,75.20%
131,1085403392,D. Krupinski,Dom Krupinski,Krupinski,Dom,3B,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,L,R,1105,201,0,0.348,0.456,0.34,17,6,19.10%,16.10%,85.3,88.3,104.2,111.2,5,32.10%,18.80%,35.70%,55.50%,84.30%,20.60%,8.50%,27.30%,0.324,88.90%,0,56.40%,42%,76.20%
132,1297354496,G. Miranda,Gabe Miranda,Miranda,Gabe,1B,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,L,L,1143,215,0,0.335,0.455,0.35,14,12,24.20%,16.50%,87.1,84.4,104.4,107.5,6.9,29.40%,15.70%,34.30%,53.50%,80.30%,20.50%,9.50%,0.00%,0.503,0.00%,0,56.40%,45%,72.20%
133,1888313665,K. Lodise,Kyle Lodise,Lodise,Kyle,SS,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,1036,219,0,0.329,0.455,0.377,20,16,17.70%,12.80%,91.3,92.1,103.4,108.4,19.5,35.30%,25.40%,37.70%,60.90%,86.00%,18.30%,8.30%,23.70%,0.278,28.60%,0.668,56.30%,52%,78.00%
134,1117733120,E. Genther,Eric Genther,Genther,Eric,RF,University of Rhode Island,URI,730163712,Rhode Island,BBC,L,R,1089,238,0,0.361,0.455,0.395,17,10,9.00%,13.00%,90.8,92.5,106.5,111.3,5.1,27.20%,17.90%,38.60%,63.60%,94.90%,20.00%,5.20%,12.50%,1.006,33.30%,0.222,66.90%,50%,86.40%
135,1101830656,J. Ference,Jacob Ference,Ference,Jacob,C,University of Virginia,UVA,5415,Virginia,BBC,R,R,677,126,0,0.333,0.454,0.435,6,9,21.70%,14.00%,92.6,95.1,106.6,110.4,14.6,40.40%,30.30%,44.30%,68.80%,75.70%,27.40%,12.00%,31.00%,0.583,36.40%,0.567,66.70%,60%,73.00%
136,1204865536,D. Baker,Dillon Baker,Baker,Dillon,SS,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,984,227,0,0.339,0.454,0.317,25,13,15.20%,8.70%,86.8,90.9,102.7,107.8,16.4,37.00%,18.90%,47.00%,70.60%,86.40%,29.10%,10.00%,33.30%,0.077,50.00%,0.188,65.30%,36%,78.80%
137,1152912384,E. Hedges,Ethan Hedges,Hedges,Ethan,TWP,University of Southern California,USC,5047,USC,BBC,R,R,1133,231,15,0.346,0.454,0.344,11,14,17.40%,15.30%,87.1,88.1,103.6,109.4,9.6,32.60%,20.40%,41.30%,65.70%,86.40%,24.40%,9.70%,19.40%,0.257,50.00%,0.09,56.70%,43%,76.50%
138,1198036992,Z. Daudet,Zach Daudet,Daudet,Zach,1B,Cal Poly,CP,5487,Cal Poly,BBC,R,R,875,189,0,0.36,0.454,0.375,15,9,13.10%,11.90%,89,87.4,103,106.5,13.8,29.80%,18.50%,37.00%,62.90%,89.00%,17.00%,6.50%,25.00%,0.118,42.90%,0.148,65.10%,49%,82.40%
139,1184595712,J. Tharnish,Jayce Tharnish,Tharnish,Jayce,CF,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,690,196,0,0.403,0.453,0.21,11,7,12.40%,7.80%,84.8,88.4,100.1,104.2,5.7,23.50%,9.80%,50.90%,76.70%,89.90%,29.20%,9.70%,9.10%,0.127,66.70%,-,53.50%,35%,80.90%
140,1325732096,M. Wolf,Mason Wolf,Wolf,Mason,C,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,687,150,0,0.4,0.453,0.348,10,5,11.50%,11.50%,90.5,89.5,101.5,107,11.7,30.80%,23.10%,39.90%,61.30%,84.50%,21.10%,7.00%,-,-,-,-,77.00%,50%,82.50%
141,1341082951,T. Bates,Taj Bates,Bates,Taj,3B,Southern University,SOU,4767,Southern,BBC,R,R,784,176,0,0.358,0.453,0.39,12,11,13.40%,9.60%,89.5,88.2,100.2,102.8,18.8,44.40%,14.80%,41.80%,59.80%,87.00%,23.10%,6.50%,33.30%,0.176,22.20%,0.024,70.50%,30%,84.50%
142,1282331648,E. Putnam,Eli Putnam,Putnam,Eli,1B,Davidson College,DAV,730363136,Davidson,BBC,R,R,938,241,0,0.349,0.453,0.341,18,19,20.60%,7.00%,91.8,93.9,106.5,113,8.2,28.20%,23.20%,47.40%,73.00%,80.30%,26.30%,14.00%,0.00%,1.235,28.60%,0.261,47.90%,57%,70.60%
143,1152914688,K. Vu,Kien Vu,Vu,Kien,RF,Arizona State University,ASU,5035,Arizona State,BBC,L,L,858,178,0,0.354,0.453,0.331,12,10,18.10%,11.60%,90.1,92.2,106,110.4,2.3,27.10%,16.30%,43.20%,66.60%,83.00%,23.60%,10.30%,18.20%,0.197,38.50%,0.131,60.90%,46%,76.30%
144,1166939648,T. Martin,Tommy Martin,Martin,Tommy,RF,Yale University,YALE,730334464,Yale,BBC,S,R,711,131,0,0.305,0.453,0.358,14,5,14.70%,15.30%,76.9,85,97.4,101.3,8.9,37.10%,11.40%,33.90%,53.80%,91.10%,18.80%,5.90%,0.00%,0.698,66.70%,0.021,65.30%,19%,82.60%
145,1204037632,C. Pena,Carlos Pena,Pena,Carlos,1B,Indiana State University,INST,730350080,Indiana State,BBC,L,R,921,205,0,0.327,0.452,0.354,12,15,21.40%,13.50%,88.7,91.1,106,111.7,13.6,30.80%,21.70%,43.10%,64.30%,77.50%,29.20%,13.70%,20.00%,0.503,80.00%,0,48.90%,41%,68.30%
146,1075201536,C. Smith,Christian Smith,Smith,Christian,LF,High Point University,HP,730321152,High Point,BBC,L,L,1069,196,0,0.321,0.452,0.339,9,15,23.00%,16.70%,91.5,93.4,105.4,108.6,19.2,23.10%,14.90%,41.30%,66.30%,82.20%,23.00%,10.60%,25.00%,0.336,66.70%,0,55.60%,52%,74.40%
147,1294955264,Z. Yorke,Zach Yorke,Yorke,Zach,1B,Grand Canyon University,GC,5310,Grand Canyon,BBC,L,R,819,174,0,0.339,0.452,0.375,10,13,13.00%,16.30%,91.2,89.1,106.3,112.7,16.6,35.50%,22.60%,36.90%,66.00%,89.20%,13.80%,6.00%,20.00%,0.714,0.00%,0.339,63.30%,47%,83.80%
148,1301146368,M. King,Matt King,King,Matt,SS,Arizona State University,ASU,5035,Arizona State,BBC,R,R,870,216,0,0.403,0.451,0.353,18,7,8.00%,8.00%,88.2,86.8,102.7,107.5,9.8,33.00%,19.60%,49.10%,76.00%,90.50%,27.60%,9.80%,8.20%,0.28,29.70%,0.3,56.50%,40%,80.10%
149,1306802176,L. Luskey,Luke Luskey,Luskey,Luke,1B,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,680,149,0,0.336,0.451,0.276,9,14,22.10%,8.70%,86.4,96.2,104.6,106.3,5.6,29.20%,16.70%,49.70%,71.50%,79.30%,31.20%,15.70%,50.00%,-,100.00%,0,43.40%,50%,68.30%
150,1099145984,R. Galvan,Rylan Galvan,Galvan,Rylan,C,University of Texas,TEX,245,Texas,BBC,R,R,1070,186,0,0.296,0.451,0.36,14,15,27.60%,19.70%,92.8,96.6,106.3,111.3,13.9,25.60%,18.80%,35.70%,60.50%,73.30%,16.90%,12.60%,30.70%,0.317,50.00%,0.428,42.20%,65%,64.70%
