Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,P,AB,G,AVG,wOBA,xWOBA,2B,HR,K%,BB%,ExitVel,Air EV,90thExitVel,MinMxExitVel,LaunchAng,LA10-30%,EV95+LA10-30%,Swing%,Z-Swing,Z-Contact%,O-Swing%,SwStrk%,Miss vs 93+ FB,xSLG vs 93+ FB,Miss vs Spin 83+,xSLG vs 83+ Spin
86,1257398528,E. Conrad,Ethan Conrad,Conrad,Ethan,CF,Marist College,MRST,730374656,Marist,BBC,L,L,767,226,55,0.389,0.488,0.301,18,9,13.10%,10.40%,89.3,92.3,105,109.4,5.9,28.00%,20.00%,47.10%,66.70%,84.90%,30.70%,6.80%,14.40%,0.203,33%,0.092
87,1257532160,C. Cozart,Caleb Cozart,Cozart,Caleb,P,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,954,190,53,0.332,0.488,0.456,10,22,15.30%,16.50%,90.7,93.7,109.8,116.8,15.8,37.50%,30.00%,40.50%,67.10%,89.80%,25.30%,8.00%,19.70%,0.702,37%,0.352
88,1101830656,J. Ference,Jacob Ference,Ference,Jacob,C,University of Virginia,UVA,5415,Virginia,BBC,R,R,1018,200,54,0.35,0.488,0.416,13,17,19.20%,13.50%,90.6,91.8,104.9,109.5,21.7,43.30%,24.20%,43.00%,70.20%,89.90%,22.80%,9.70%,22.60%,0.571,48%,0.311
89,1248845824,D. Lewis,Dillon Lewis,Lewis,Dillon,u,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,903,229,55,0.371,0.488,0.375,14,22,17.60%,10.70%,94.6,92.1,111.2,116.3,10.4,25.60%,18.60%,45.80%,68.90%,88.70%,29.30%,10.90%,23.70%,1.048,42%,0.09
90,1260433152,J. Gazdar,Jon Jon Gazdar,Gazdar,Jon Jon,IF,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,874,237,56,0.405,0.488,0.385,21,13,5.00%,9.70%,88.1,86.8,102.4,107.8,13.8,41.00%,19.90%,44.60%,73.00%,94.20%,23.80%,5.50%,12.30%,0.497,18%,0.344
91,1085533440,T. Jackson,Ty Jackson,Jackson,Ty,OF,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,672,168,47,0.387,0.488,0.344,11,8,11.50%,18.00%,91.3,94.3,97.6,97.6,4.8,40.00%,40.00%,39.60%,54.20%,84.60%,11.40%,7.10%,18.00%,0.091,0%,0.063
92,1083911680,E. Rataczak,Eric Rataczak,Rataczak,Eric,IF,Niagara University,NIAG,730156544,Niagara,BBC,R,R,914,222,55,0.387,0.488,0.347,14,17,9.50%,11.70%,93.3,91.1,110.7,112.3,15.8,32.50%,25.00%,41.90%,70.20%,90.90%,22.80%,6.70%,15.90%,0.604,0%,0.447
93,1092672512,J. Jones,Jared Jones,Jones,Jared,1B,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,1244,229,66,0.301,0.488,0.511,14,28,25.80%,20.00%,98.5,99.9,111.4,117.7,19.6,34.10%,30.20%,39.00%,67.00%,70.30%,21.20%,14.80%,37.90%,0.506,47%,0.575
94,1080786432,G. Miller,Gage Miller,Miller,Gage,IF,University of Alabama,ALA,730206976,Alabama,BBC,R,R,990,218,55,0.381,0.487,0.366,12,18,9.00%,10.10%,88.9,87.2,103,107.7,18.4,32.80%,23.90%,46.70%,77.30%,84.50%,23.70%,8.50%,18.20%,0.488,17%,0.556
95,1237393664,B. Montgomery,Braden Montgomery,Montgomery,Braden,TWP,Texas A&M University,TXAM,3032,Texas A&M,BBC,S,R,1204,236,61,0.322,0.487,0.48,14,27,20.00%,18.00%,98.5,97.2,111.1,115.9,15.3,31.40%,28.50%,43.90%,75.60%,83.70%,23.30%,11.20%,25.50%,0.936,38%,0.831
96,1180785664,E. Stone,Evan Stone,Stone,Evan,LF,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,48,8,14,0.375,0.487,0.475,1,0,23.10%,23.10%,90.6,98.9,109.2,109.2,18.1,66.70%,66.70%,39.60%,81.00%,76.50%,7.40%,10.40%,26.30%,-,-,-
97,1196801024,D. Dreiling,Dylan Dreiling,Dreiling,Dylan,OF,University of Tennessee,TENN,730153728,Tennessee,BBC,L,L,1269,246,71,0.341,0.487,0.369,19,23,20.50%,17.50%,92.3,90.8,107,112.5,21.2,37.20%,25.60%,39.70%,63.40%,84.10%,19.90%,8.70%,21.80%,0.31,16%,0.281
98,1255817984,G. Palfrey,Griffin Palfrey,Palfrey,Griffin,TWP,Columbia University,CLMB,730319104,Columbia,BBC,R,R,525,129,35,0.38,0.485,0.432,18,6,12.90%,9.70%,89.5,91.6,102.1,104.9,11.3,44.90%,26.50%,46.10%,72.60%,85.70%,26.10%,8.80%,19.00%,-,20%,1.603
99,1207461888,C. Frost,Cael Frost,Frost,Cael,RF,South Dakota State University,SDST,730323200,South Dakota State,BBC,L,R,819,198,49,0.343,0.485,0.444,16,21,18.90%,10.70%,92.9,94.7,110.2,112.8,8.1,23.00%,20.30%,43.80%,69.80%,78.70%,23.30%,12.30%,28.10%,-,25%,0.812
100,1320627456,J. Hall,Jude Hall,Hall,Jude,CF,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,L,R,546,107,38,0.318,0.485,0.373,8,12,30.60%,16.40%,89.1,90.2,102.6,105.2,23.9,40.00%,35.00%,40.10%,64.80%,75.00%,20.70%,12.30%,30.60%,0,50%,-
101,1193888000,C. Smith,Cam Smith,Smith,Cam,IF,Florida State University,FSU,101,Florida State,BBC,R,R,1321,269,66,0.387,0.485,0.402,22,16,14.90%,13.70%,92.7,93.1,110.8,115.7,5.6,32.70%,23.40%,39.00%,63.70%,88.50%,21.90%,6.90%,17.70%,0.488,27%,0.36
102,1272021504,H. Dorraugh,Hunter Dorraugh,Dorraugh,Hunter,u,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,747,199,48,0.377,0.485,0.376,9,18,18.00%,7.90%,89.8,95.2,105.6,110.1,15.4,23.40%,21.90%,47.90%,77.70%,83.60%,27.30%,11.00%,22.90%,0.285,64%,0.557
103,1241783808,M. Sanford,Mitchell Sanford,Sanford,Mitchell,RF,University of New Orleans,UNO,5380,New Orleans,BBC,L,R,963,226,57,0.381,0.484,0.364,21,15,17.50%,9.90%,91.7,90.8,105.8,109.8,14.2,32.80%,24.60%,50.20%,81.20%,84.90%,30.70%,13.10%,26.10%,0.304,25%,0.032
104,1304396800,A. Burns,Alec Burns,Burns,Alec,IF,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,757,164,46,0.341,0.482,0.351,9,16,23.30%,15.80%,90.9,95.7,106,112,13.7,38.10%,26.20%,44.10%,73.40%,77.00%,23.70%,14.80%,33.50%,0.159,32%,0
105,1174786560,B. Burke,Blake Burke,Burke,Blake,1B,University of Tennessee,TENN,730153728,Tennessee,BBC,L,L,1290,285,72,0.379,0.482,0.362,30,20,14.90%,10.80%,95.2,93,110.3,116.9,13.4,32.20%,24.60%,51.50%,76.50%,88.30%,33.00%,8.50%,16.60%,0.231,20%,0.991
106,1108467968,T. Hawkins,Tyeler Hawkins,Hawkins,Tyeler,OF,Southern University,SOU,4767,Southern,BBC,R,R,581,159,43,0.358,0.481,0.429,10,9,16.00%,14.10%,80.9,86,109.1,109.6,3.8,8.30%,8.30%,42.20%,70.20%,72.70%,31.00%,9.80%,23.30%,0.105,0%,-
107,1278150912,C. Richmond,CJ Richmond,Richmond,CJ,1B,Western Michigan University,WMU,730165248,Western Michigan,BBC,L,R,887,213,55,0.38,0.481,0.469,18,13,26.60%,13.10%,95.8,102.6,110.8,114.8,8.9,40.90%,31.80%,44.80%,80.60%,75.90%,27.10%,16.30%,36.50%,0.104,56%,0.484
108,1195368704,C. Gore,Conner Gore,Gore,Conner,IF,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,178,40,12,0.375,0.481,0.357,4,2,14.90%,14.90%,91.9,89.1,102.8,106,19.4,36.70%,23.30%,41.00%,71.60%,83.00%,14.80%,10.10%,24.70%,0.302,100%,-
109,1286576640,P. Clohisy,Patrick Clohisy,Clohisy,Patrick,OF,Saint Louis University,SLU,2291,St. Louis,BBC,L,L,458,164,42,0.378,0.481,0.506,15,7,9.20%,13.10%,91.3,100,104.7,104.9,1,31.30%,18.80%,44.10%,51.90%,100.00%,28.00%,4.40%,9.90%,0,50%,0
110,1081479936,N. Dumesnil,Nicholas Dumesnil,Dumesnil,Nicholas,CF,California Baptist University,CBU,5091,California Baptist,BBC,R,R,916,235,61,0.362,0.48,0.39,19,19,12.90%,7.40%,90.8,91.8,106.6,109.7,7.7,31.30%,25.00%,52.50%,78.50%,83.10%,30.30%,11.00%,21.00%,0.352,27%,0.276
111,1243023616,J. Anderson,John Anderson,Anderson,John,IF,Samford University,SAM,730386432,Samford,BBC,R,R,891,217,57,0.382,0.48,0.372,24,13,14.90%,13.40%,90.9,92.8,103.1,106.4,19.1,30.70%,23.70%,44.40%,77.70%,86.30%,21.40%,8.40%,18.90%,0.168,18%,0.399
112,1272927744,K. Walker,Kyle Walker,Walker,Kyle,2B,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,676,203,54,0.384,0.479,0.33,11,11,7.00%,13.20%,86.8,80.6,97.2,105.7,20.3,45.00%,10.00%,39.10%,53.00%,91.40%,21.10%,4.30%,11.00%,0.312,67%,0.048
113,1294967552,J. LaViolette,Jace LaViolette,LaViolette,Jace,CF,Texas A&M University,TXAM,3032,Texas A&M,BBC,L,L,1485,259,68,0.305,0.479,0.45,16,29,24.30%,19.20%,95.6,98.6,108.8,115.7,22.6,27.50%,22.90%,37.50%,65.40%,78.70%,17.10%,10.50%,28.00%,0.833,36%,0.567
114,1126276608,D. Cuvet,Daniel Cuvet,Cuvet,Daniel,3B,University of Miami,MIA,236,Miami,BBC,R,R,1027,232,57,0.349,0.479,0.375,15,24,23.70%,9.80%,96.3,97.8,108.1,112.4,16,38.40%,32.60%,55.30%,81.30%,77.90%,35.30%,17.00%,30.80%,0.197,62%,0.234
115,1333052160,G. Freeman,Gus Freeman,Freeman,Gus,1B,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,616,120,38,0.375,0.479,0.357,14,5,10.60%,14.40%,83.4,85,101.2,107.6,18.6,42.30%,16.70%,40.10%,66.70%,90.50%,18.30%,5.40%,13.40%,0.129,17%,0.548
116,1184453120,C. Messina,Cole Messina,Messina,Cole,C,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,1120,224,59,0.326,0.477,0.37,19,21,23.40%,17.50%,91.5,94.6,108.2,113.1,19.2,24.80%,17.70%,38.90%,61.40%,84.30%,22.90%,10.20%,26.10%,0.367,28%,0.591
117,1190621184,D. Dickinson,Daniel Dickinson,Dickinson,Daniel,2B,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,1044,245,58,0.367,0.477,0.372,14,18,9.50%,11.50%,87.7,87.5,105,109.2,11.2,36.90%,24.10%,44.70%,71.80%,90.60%,24.20%,5.70%,12.80%,0.398,24%,0.273
118,1334682624,J. McElroy,Jake McElroy,McElroy,Jake,RF,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,172,43,14,0.326,0.477,0.359,3,3,21.40%,19.60%,85.3,91.3,101.1,101.6,19.6,63.60%,36.40%,26.70%,42.90%,100.00%,9.50%,2.90%,10.90%,-,0%,0.114
119,1238258432,D. Beck,Dalton Beck,Beck,Dalton,TWP,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,L,L,911,236,57,0.377,0.477,0.32,20,18,15.90%,8.70%,91,92.1,104.6,110.8,17.1,45.50%,34.10%,50.50%,70.30%,84.30%,33.90%,10.50%,20.90%,0.766,0%,0.366
120,1208918016,Z. MacDonald,Zach MacDonald,MacDonald,Zach,OF,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,916,208,54,0.337,0.477,0.409,6,20,20.20%,13.70%,88.9,91.4,106.8,110.6,16.1,39.40%,28.30%,40.30%,68.90%,77.70%,19.30%,9.70%,24.10%,0.169,0%,0.062
121,1282331648,E. Putnam,Eli Putnam,Putnam,Eli,1B,Davidson College,DAV,730363136,Davidson,BBC,R,R,864,196,51,0.352,0.476,0.402,16,16,21.90%,11.00%,92.3,95.1,108,112.9,17.8,37.60%,30.70%,42.60%,68.90%,81.00%,25.20%,13.30%,31.30%,1.005,57%,0.433
122,1290256128,C. Hage,Cole Hage,Hage,Cole,LF,Columbia University,CLMB,730319104,Columbia,BBC,R,R,754,161,42,0.329,0.476,0.377,10,13,13.70%,13.20%,89.7,90.3,106,111.5,23.1,32.10%,16.00%,44.30%,70.60%,83.20%,25.20%,11.40%,25.70%,0.143,0%,0.253
123,1193113088,A. Cecere,Adam Cecere,Cecere,Adam,OF,Penn State University,PSU,5326,Penn State,BBC,L,R,1062,185,53,0.324,0.476,0.397,14,17,21.90%,19.00%,90.9,95,105.8,110.4,19.1,38.20%,22.70%,41.70%,72.90%,78.10%,17.70%,10.60%,25.50%,0.107,10%,0.135
124,1318666496,E. Becker,Eric Becker,Becker,Eric,SS,University of Virginia,UVA,5415,Virginia,BBC,L,R,563,127,43,0.362,0.475,0.384,9,8,18.90%,10.70%,93.6,96.5,105.3,110.6,12.9,40.30%,30.60%,44.00%,68.70%,85.60%,25.50%,11.50%,26.20%,0.493,27%,0.326
125,1187586816,T. Wilson,Tyler Wilson,Wilson,Tyler,u,Grand Canyon University,GC,5310,Grand Canyon,BBC,S,R,968,233,58,0.378,0.475,0.332,18,17,12.90%,9.10%,86.2,92.4,102.4,105.7,7.6,37.50%,17.90%,46.20%,73.80%,85.50%,21.40%,8.20%,17.70%,0.447,12%,0.235
126,1297607680,T. Phelps,Tre Phelps,Phelps,Tre,RF,University of Georgia,UGA,226,Georgia,BBC,R,R,594,136,42,0.353,0.475,0.398,11,12,9.30%,6.20%,91.6,92.1,105.4,112.6,16.4,29.70%,19.80%,47.80%,74.30%,88.80%,29.10%,9.80%,20.40%,0.792,44%,0.27
127,1233390336,A. Lane,Alex Lane,Lane,Alex,1B,Northeastern University,NE,343,Northeastern,BBC,R,R,970,216,54,0.37,0.475,0.443,13,18,18.10%,13.70%,93.8,89.4,108.6,112,17.9,29.30%,24.10%,48.50%,77.80%,76.20%,26.50%,13.10%,27.00%,1.469,13%,0.651
128,1290703104,B. Camper,Burke Camper,Camper,Burke,C,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,1007,198,55,0.293,0.475,0.449,16,18,23.10%,18.30%,90.6,96.1,105.2,108.7,19.7,32.60%,24.20%,33.60%,57.60%,79.00%,15.10%,9.40%,28.10%,0.813,56%,0.157
129,1253562880,C. McConnell,Cole McConnell,McConnell,Cole,OF,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,L,L,1093,249,60,0.378,0.475,0.343,17,18,24.10%,9.80%,93.7,96.4,106.3,110.2,11.7,35.20%,28.30%,48.10%,71.50%,86.30%,29.90%,11.30%,23.60%,0.298,27%,0.225
130,1227288832,C. Gray,Clayton Gray,Gray,Clayton,OF,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,L,R,1046,250,55,0.38,0.473,0.362,24,15,10.30%,10.70%,89.4,88.7,101.2,105.7,14.2,40.50%,21.40%,42.60%,70.70%,94.60%,21.20%,5.00%,11.70%,0.342,36%,0.255
131,1311156992,C. Mathis,Cole Mathis,Mathis,Cole,P,College of Charleston,COFC,730177792,College of Charleston,BBC,R,R,975,200,52,0.335,0.473,0.394,17,14,12.60%,18.10%,90.2,89.8,107.6,113.8,19.2,25.40%,15.50%,35.20%,54.30%,89.30%,19.00%,5.80%,16.60%,0.447,32%,0.136
132,1136406272,Z. Ketterman,Zach Ketterman,Ketterman,Zach,IF,Western Carolina University,WCU,730278144,Western Carolina,BBC,L,R,876,197,53,0.36,0.473,0.346,13,14,22.60%,11.10%,87.1,87.3,102.9,106.7,18.2,42.10%,23.40%,46.10%,71.60%,84.90%,29.80%,11.30%,24.50%,0.267,50%,0.016
133,1109516288,I. Wachsmann,Isaac Wachsmann,Wachsmann,Isaac,RF,Xavier University,XAV,5464,Xavier,BBC,R,R,447,93,27,0.333,0.473,0.412,2,10,23.20%,13.40%,91.1,95,111.1,113,12,34.90%,20.90%,38.90%,64.30%,80.20%,25.80%,10.50%,27.00%,0.256,38%,1.317
134,1198577152,K. Kropf,Koby Kropf,Kropf,Koby,RF,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,R,R,904,230,60,0.352,0.472,0.35,21,20,16.90%,10.90%,91.8,92.3,105.3,111,19.6,36.90%,29.80%,48.50%,73.90%,79.80%,28.40%,11.70%,24.20%,0.192,38%,0.088
135,1188602368,A. Whitley,Aaron Whitley,Whitley,Aaron,CF,University of Richmond,RICH,730171904,Richmond,BBC,R,R,634,158,42,0.367,0.472,0.342,12,10,14.00%,9.80%,87.2,88.9,101.6,106.1,10.4,34.80%,20.20%,38.60%,62.40%,87.50%,19.90%,7.10%,18.40%,0.383,50%,0.416
136,1178799872,T. Legendre,Tyler Legendre,Legendre,Tyler,RF,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,81,23,18,0.348,0.472,0.126,4,1,21.40%,14.30%,-,-,-,-,-,-,-,37.00%,-,100.00%,-,3.70%,10.00%,-,-,-
137,1311639040,J. Starke,Justin Starke,Starke,Justin,3B,Virginia Military Institute,VMI,730173440,VMI,BBC,R,R,910,205,56,0.361,0.472,0.367,12,13,11.20%,16.00%,90.9,92.4,104.1,110.1,12.3,36.40%,20.50%,37.40%,54.40%,82.40%,22.30%,7.50%,20.00%,0.239,40%,0.143
138,1287367424,D. Newman,DJ Newman,Newman,DJ,P,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,628,143,35,0.371,0.472,0.318,6,10,21.60%,12.60%,93.7,90.9,106,106.7,5.6,32.40%,23.50%,41.20%,60.20%,82.40%,21.60%,8.90%,21.60%,0,100%,-
139,1268981760,R. Preece,Ryley Preece,Preece,Ryley,OF,Morehead State University,MORE,730158080,Morehead State,BBC,S,R,1243,247,61,0.34,0.471,0.358,16,19,20.40%,18.90%,90.3,89.3,102.6,104.9,20.5,33.30%,18.90%,37.20%,65.50%,83.30%,18.90%,8.30%,22.20%,0,9%,0.578
140,1150379776,M. McDowell,Micah McDowell,McDowell,Micah,OF,Oregon State University,ORST,3111,Oregon State,BBC,L,R,625,136,39,0.382,0.47,0.376,12,6,17.10%,15.40%,88.8,90.6,108,111.3,11.3,36.20%,22.30%,42.20%,67.60%,89.90%,22.70%,8.20%,19.30%,0.4,27%,0.272
141,1109825792,A. Lapread,Ali Lapread,Lapread,Ali,TWP,Alabama State University,ALST,4765,Alabama State,BBC,R,R,883,199,56,0.332,0.47,0.316,13,14,16.40%,20.40%,86.8,87.8,103,103.4,9.8,37.50%,12.50%,38.20%,66.70%,66.70%,16.70%,9.90%,25.80%,0.063,75%,0.024
142,1255332352,C. Peery,Cannon Peery,Peery,Cannon,LF,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,51,11,10,0.364,0.47,0.136,0,1,30.80%,7.70%,50.9,-,50.9,-,-16.8,0.00%,0.00%,45.10%,62.50%,90.00%,25.90%,19.60%,43.50%,-,100%,0
143,1207887104,G. Wright,Garrett Wright,Wright,Garrett,C,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,517,129,40,0.38,0.47,0.287,8,6,6.60%,7.80%,76.1,84.7,98.7,100.4,1.9,15.00%,5.00%,47.60%,60.90%,92.90%,22.20%,6.00%,12.60%,-,-,-
144,1245863680,B. Eike,Brandon Eike,Eike,Brandon,IF,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,1083,252,61,0.377,0.47,0.353,27,14,15.00%,13.30%,93.9,93.3,106.5,111.1,10.6,28.50%,22.90%,43.70%,76.30%,89.20%,23.70%,9.40%,21.60%,0.38,25%,0.148
145,1263372032,G. Noriega,Gavin Noriega,Noriega,Gavin,LF,Bryant University,BRY,730266880,Bryant,BBC,L,L,905,208,56,0.327,0.47,0.36,12,18,14.10%,16.00%,92.4,93.1,105.7,111.6,16.8,48.10%,37.00%,41.00%,62.80%,81.50%,25.00%,9.20%,22.40%,0.037,0%,-
146,1298197248,E. Hibbard,Ethan Hibbard,Hibbard,Ethan,C,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,874,205,56,0.341,0.469,0.388,14,17,13.80%,11.40%,92.8,97.7,108.8,112.9,8.2,28.20%,28.20%,39.40%,61.00%,82.00%,29.30%,7.00%,17.70%,0.319,25%,1.259
147,1231959296,J. Strong,Jackson Strong,Strong,Jackson,OF,Canisius College,CAN,730218752,Canisius,BBC,L,L,849,178,48,0.348,0.469,0.398,9,11,17.00%,18.30%,89.1,87,103.6,106.9,10.3,35.40%,22.90%,33.00%,55.40%,86.60%,19.50%,5.90%,17.90%,0.372,33%,0.794
148,1211742208,T. Moss,Treyvin Moss,Moss,Treyvin,IF,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,R,L,839,245,57,0.388,0.469,0.322,22,11,7.10%,9.90%,89,83.9,103.4,106.4,14.7,25.80%,11.30%,41.80%,57.10%,93.20%,19.60%,2.70%,6.60%,0.128,60%,0.112
149,1144841984,J. Spiegel,Josh Spiegel,Spiegel,Josh,C,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,441,94,31,0.362,0.469,0.392,7,8,21.80%,4.50%,92.9,97.7,107.6,108.4,12.5,36.40%,27.30%,47.60%,66.20%,76.70%,27.00%,11.10%,23.30%,1.157,50%,1.33
150,1090062080,C. Petosa,Carmine Petosa,Petosa,Carmine,IF,Bryant University,BRY,730266880,Bryant,BBC,L,L,918,200,57,0.32,0.469,0.44,22,14,13.80%,16.90%,93.9,96,105.8,106.2,19.3,40.00%,20.00%,41.80%,74.10%,83.70%,24.30%,8.00%,19.00%,0.005,67%,-
151,1310534400,L. Holland,Luke Holland,Holland,Luke,LF,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,428,99,31,0.343,0.469,0.486,3,8,26.00%,9.80%,85.8,94,109.1,113.8,18.9,30.00%,20.00%,44.20%,69.10%,77.10%,28.20%,15.40%,34.90%,0.666,0%,0.224
152,1239018496,R. Spenrath,Reed Spenrath,Spenrath,Reed,1B,University of New Mexico,UNM,730153472,New Mexico,BBC,L,R,1009,209,54,0.34,0.469,0.442,18,14,23.80%,16.30%,93.2,93.6,107.8,113.6,13.4,34.10%,23.90%,42.00%,71.00%,78.60%,19.80%,11.40%,27.10%,0.238,38%,0.429
153,1296200704,N. Webb,Noah Webb,Webb,Noah,C,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,569,106,33,0.311,0.468,0.293,7,9,14.20%,19.10%,82,82.2,98.9,104.8,-7.4,21.10%,10.50%,40.80%,67.60%,66.00%,17.70%,9.80%,24.10%,0.169,100%,0
154,1121159424,M. Smith,Michael Smith,Smith,Michael,RF,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,769,169,53,0.331,0.468,0.401,13,9,20.40%,20.80%,86.7,93,106.8,110.1,8.2,36.80%,21.10%,29.50%,50.00%,87.90%,17.00%,5.50%,18.50%,1.332,100%,0
155,1207766272,H. Godbout,Henry Godbout,Godbout,Henry,2B,University of Virginia,UVA,5415,Virginia,BBC,R,R,779,172,50,0.372,0.468,0.365,18,9,9.20%,13.40%,87.6,86.5,101.5,109.9,15.8,33.60%,17.70%,43.00%,68.00%,92.40%,23.30%,5.80%,13.40%,0.664,24%,0.589
156,1298772992,L. Hernandez,Luis Hernandez,Hernandez,Luis,C,Indiana State University,INST,730350080,Indiana State,BBC,R,R,871,248,59,0.359,0.467,0.343,14,23,17.90%,6.10%,91.3,90.7,104.2,107,17.8,31.30%,22.40%,54.10%,76.60%,80.60%,31.30%,13.40%,24.80%,0.189,33%,0.265
157,1262678016,T. Conley,Trevor Conley,Conley,Trevor,C,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,L,R,127,31,10,0.419,0.467,0.397,3,1,17.60%,5.90%,73.8,81.1,96.1,101.6,7.2,47.10%,11.80%,52.80%,77.10%,92.60%,35.30%,7.90%,14.90%,0.416,0%,0.609
158,1113282048,C. Cunningham,Carter Cunningham,Cunningham,Carter,1B,East Carolina University,ECU,730270720,East Carolina,BBC,L,R,1186,251,63,0.367,0.467,0.378,17,17,12.40%,12.40%,93.2,95.3,105.6,108.9,16.1,41.30%,33.50%,44.40%,71.10%,89.70%,24.60%,8.20%,18.40%,0.377,13%,0.495
159,1208590592,M. Moise,Mac Moise,Moise,Mac,C,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,876,159,53,0.302,0.467,0.396,16,10,20.80%,14.00%,88,88.7,105.6,109,18.8,40.60%,27.50%,38.10%,61.80%,87.30%,19.70%,9.90%,26.00%,0.332,40%,0.053
160,1197180672,E. DeLaCruz,Edwin DeLaCruz,DeLaCruz,Edwin,C,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,538,154,46,0.409,0.467,0.161,16,2,17.00%,12.20%,76.7,-,98.9,43.8,-10.2,0.00%,0.00%,41.10%,70.60%,83.30%,21.40%,6.30%,15.40%,-,33%,-
161,1198460928,J. Simons,Jakob Simons,Simons,Jakob,OF,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,964,193,54,0.321,0.466,0.39,10,16,18.60%,12.00%,87,88.7,102.8,108.1,20.8,32.70%,20.20%,42.20%,67.70%,85.40%,23.30%,10.20%,24.10%,0.159,45%,0.31
162,1192920320,T. LaFleur,Trey LaFleur,LaFleur,Trey,IF,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,L,L,747,176,51,0.364,0.466,0.332,16,12,25.50%,8.00%,89.2,90.4,104.7,110.6,16,39.40%,26.30%,49.70%,72.60%,81.20%,30.40%,15.90%,32.10%,0.847,67%,0.626
163,1192538624,D. Taylor,Devin Taylor,Taylor,Devin,LF,"Indiana University, Bloomington",IND,4866,Indiana,BBC,L,R,1084,241,59,0.357,0.466,0.407,11,20,13.30%,13.00%,91.4,93.8,106.1,110.4,13,32.00%,23.10%,43.40%,67.60%,84.00%,25.60%,9.50%,21.90%,0.63,38%,0.827
164,1303532033,J. Ragsdale,Josiah Ragsdale,Ragsdale,Josiah,CF,Iona College,IONA,730242048,Iona,BBC,L,L,734,192,50,0.385,0.466,0.369,13,7,17.80%,12.20%,94.6,97.3,104.7,107.8,10.9,50.00%,30.00%,42.50%,67.70%,88.60%,23.70%,6.90%,16.30%,0,50%,0.528
165,1100083456,D. Jordan,Dakota Jordan,Jordan,Dakota,OF,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,1116,240,63,0.354,0.466,0.379,14,20,29.00%,15.20%,96.1,98.1,111.4,115.7,7,33.90%,29.60%,45.30%,72.20%,74.80%,29.00%,15.60%,34.40%,0.367,35%,0.448
166,1099940096,J. Kuroda-Grauer,Josh Kuroda-Grauer,Kuroda-Grauer,Josh,IF,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,796,222,53,0.428,0.466,0.354,19,5,7.00%,8.90%,87.2,85.5,102.9,109.2,6.7,31.40%,13.60%,50.60%,78.10%,93.60%,30.80%,5.50%,10.90%,0.422,43%,0.123
167,1200817408,N. Burns II,Nin Burns II,Burns II,Nin,OF,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,569,141,45,0.376,0.465,0.223,11,6,12.50%,18.50%,68.5,38,94.8,94.8,4.1,20.00%,0.00%,42.90%,76.20%,87.50%,31.80%,7.70%,18.00%,0.1,100%,0
